id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Cardiomyocyte|Cardiomyocyte	Cardiomyocyte|Other	Other|Cardiomyocyte	Other|Other
CPI-CS01E5D0183	Glutamate_byGLS2_and_SLC1A2_GRM3	complex:Glutamate_byGLS2_and_SLC1A2	simple:Q14832		GRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.009	0.009	0.009	0.009
CPI-CS05D1E58B4	Glutamate_byGLS2_and_SLC1A3_GRM3	complex:Glutamate_byGLS2_and_SLC1A3	simple:Q14832		GRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.009	0.009	0.009	0.009
CPI-CS0EECB890E	Glutamate_byGLS_and_SLC1A1_GRM5	complex:Glutamate_byGLS_and_SLC1A1	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.014	0.028	0.035	0.048
CPI-CS04A0AEE4C	Glutamate_byGLS_and_SLC1A2_GRM5	complex:Glutamate_byGLS_and_SLC1A2	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.013	0.026	0.006	0.019
CPI-CS0305D24F6	Glutamate_byGLS_and_SLC1A3_GRM5	complex:Glutamate_byGLS_and_SLC1A3	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.056	0.07	0.016	0.029
CPI-CS05B11F2F4	Glutamate_byGLS2_and_SLC1A1_GRM5	complex:Glutamate_byGLS2_and_SLC1A1	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.004	0.018	0.004	0.017
CPI-CS06CD4A71F	Glutamate_byGLS2_and_SLC1A2_GRM5	complex:Glutamate_byGLS2_and_SLC1A2	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.004	0.018	0.004	0.017
CPI-CS03D684E7D	Glutamate_byGLS2_and_SLC1A3_GRM5	complex:Glutamate_byGLS2_and_SLC1A3	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.004	0.018	0.004	0.017
CPI-CS093EF3F47	Glutamate_byGLS_and_SLC1A1_GRM7	complex:Glutamate_byGLS_and_SLC1A1	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.016	0.027	0.037	0.047
CPI-CS007136501	Glutamate_byGLS_and_SLC1A2_GRM7	complex:Glutamate_byGLS_and_SLC1A2	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.015	0.025	0.008	0.018
CPI-CS09F74FD39	Glutamate_byGLS_and_SLC1A3_GRM7	complex:Glutamate_byGLS_and_SLC1A3	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.058	0.069	0.018	0.029
CPI-CS00061350E	Glutamate_byGLS2_and_SLC1A1_GRM7	complex:Glutamate_byGLS2_and_SLC1A1	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.007	0.017	0.006	0.016
CPI-CS0975DD44D	Glutamate_byGLS2_and_SLC1A2_GRM7	complex:Glutamate_byGLS2_and_SLC1A2	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.007	0.017	0.006	0.016
CPI-CS0EFE72F4B	Glutamate_byGLS2_and_SLC1A3_GRM7	complex:Glutamate_byGLS2_and_SLC1A3	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.007	0.017	0.006	0.016
CPI-CS0BEF05FE2	Glutamate_byGLS_and_SLC1A1_GRM8	complex:Glutamate_byGLS_and_SLC1A1	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.024	0.026	0.045	0.046
CPI-CS0B9E5E3DB	Glutamate_byGLS_and_SLC1A2_GRM8	complex:Glutamate_byGLS_and_SLC1A2	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.023	0.024	0.016	0.017
CPI-CS017089111	Glutamate_byGLS_and_SLC1A3_GRM8	complex:Glutamate_byGLS_and_SLC1A3	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.066	0.068	0.026	0.028
CPI-CS0A14FBC54	Glutamate_byGLS2_and_SLC1A1_GRM8	complex:Glutamate_byGLS2_and_SLC1A1	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.014	0.016	0.014	0.015
CPI-CS0A2EDD507	Glutamate_byGLS2_and_SLC1A2_GRM8	complex:Glutamate_byGLS2_and_SLC1A2	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.014	0.016	0.014	0.015
CPI-CS0947C60AA	Glutamate_byGLS2_and_SLC1A3_GRM8	complex:Glutamate_byGLS2_and_SLC1A3	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.014	0.016	0.014	0.015
CPI-CC038A555FC	Glycine_bySHMT1_and_SLC6A9_Glycine_a1b_complex	complex:Glycine_bySHMT1_and_SLC6A9	complex:Glycine_a1b_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	0.008	0.011	0.008	0.011
CPI-CC00045ECF5	Glycine_bySHMT2_and_SLC6A9_Glycine_a1b_complex	complex:Glycine_bySHMT2_and_SLC6A9	complex:Glycine_a1b_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	0.008	0.011	0.008	0.011
CPI-CC054A40212	Glycine_bySHMT1_and_SLC6A9_Glycine_a2_complex	complex:Glycine_bySHMT1_and_SLC6A9	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	0.008	0.009	0.008	0.008
CPI-CC0EA1D60C5	Glycine_bySHMT2_and_SLC6A9_Glycine_a2_complex	complex:Glycine_bySHMT2_and_SLC6A9	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	0.008	0.009	0.008	0.008
CPI-SS0AE964947	GAS6_AXL	simple:Q14393	simple:P30530	GAS6	AXL	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth arrest	0.315	0.287	0.194	0.166
CPI-SS0BDA0E5E0	GAS6_TYRO3	simple:Q14393	simple:Q06418	GAS6	TYRO3	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth arrest	0.271	0.284	0.15	0.163
CPI-SC0002A7A8F	GDF11_ACVR_1B2B_receptor	simple:O95390	complex:ACVR_1B2B_receptor	GDF11		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.194	0.117	0.171	0.094
CPI-SC01987CF29	GDF3_ACVR_1B2B_receptor	simple:Q9NR23	complex:ACVR_1B2B_receptor	GDF3		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.118	0.041	0.121	0.044
CPI-CC0E6BCEC26	Activin_ligand_ab_ACVR_1B2B_receptor	complex:Activin_ligand_ab	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.118	0.041	0.125	0.048
CPI-SC0FDDA8A63	INHA_ACVR_1B2B_receptor	simple:P05111	complex:ACVR_1B2B_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.198	0.121	0.126	0.049
CPI-CC04553E312	Inhibin_ligand_A_ACVR_1B2B_receptor	complex:Inhibin_ligand_A	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.161	0.084	0.126	0.049
CPI-CC057B323A5	Inhibin_ligand_B_ACVR_1B2B_receptor	complex:Inhibin_ligand_B	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.118	0.041	0.125	0.048
CPI-SC00C9C81E3	GDF11_ACVR_1B2A_receptor	simple:O95390	complex:ACVR_1B2A_receptor	GDF11		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.179	0.118	0.156	0.095
CPI-CC0288FD89F	Activin_ligand_ab_ACVR_1B2A_receptor	complex:Activin_ligand_ab	complex:ACVR_1B2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.103	0.042	0.109	0.049
CPI-SC0B3D321CC	INHA_ACVR_1B2A_receptor	simple:P05111	complex:ACVR_1B2A_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.182	0.121	0.111	0.05
CPI-CC0FA8B4931	Inhibin_ligand_A_ACVR_1B2A_receptor	complex:Inhibin_ligand_A	complex:ACVR_1B2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.146	0.085	0.111	0.05
CPI-CC02D192370	Inhibin_ligand_B_ACVR_1B2A_receptor	complex:Inhibin_ligand_B	complex:ACVR_1B2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.103	0.042	0.109	0.049
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	GDF11		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.147	0.141	0.124	0.118
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.147	0.117	0.124	0.094
CPI-SC0FDB4B6D9	GDF9_TGFR_BMPR2	simple:O60383	complex:TGFR_BMPR2	GDF9		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.072	0.106	0.071	0.106
CPI-SS02AEB612C	GHRL_GPR39	simple:Q9UBU3	simple:O43194	GHRL	GPR39	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth hormone-releasing hormone	0.016	0.012	0.018	0.014
CPI-SS0F16EAEBB	HLA-E_VSIR	simple:P13747	simple:Q9H7M9	HLA-E	VSIR	False	False	True	curated	False	Ligand-Receptor		0.021	0.03	0.265	0.274
CPI-SS0436D5870	HLA-F_VSIR	simple:P30511	simple:Q9H7M9	HLA-F	VSIR	False	False	True	curated	False	Ligand-Receptor		0.005	0.014	0.006	0.015
CPI-CC0021FE823	Activin_ligand_ab_ACVR_1C2A_receptor	complex:Activin_ligand_ab	complex:ACVR_1C2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.003	0.002	0.009	0.009
CPI-SC0E760DE88	INHA_ACVR_1C2A_receptor	simple:P05111	complex:ACVR_1C2A_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.082	0.082	0.01	0.01
CPI-CC0BDA1C176	Inhibin_ligand_A_ACVR_1C2A_receptor	complex:Inhibin_ligand_A	complex:ACVR_1C2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.045	0.045	0.01	0.01
CPI-CC08375F742	Inhibin_ligand_B_ACVR_1C2A_receptor	complex:Inhibin_ligand_B	complex:ACVR_1C2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.003	0.002	0.009	0.009
CPI-CC00485C63D	Activin_ligand_ab_ACVR_1C2B_receptor	complex:Activin_ligand_ab	complex:ACVR_1C2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.003	0.002	0.009	0.009
CPI-SC020B01F65	INHA_ACVR_1C2B_receptor	simple:P05111	complex:ACVR_1C2B_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.082	0.082	0.01	0.01
CPI-CC0C1E0C4B7	Inhibin_ligand_A_ACVR_1C2B_receptor	complex:Inhibin_ligand_A	complex:ACVR_1C2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.045	0.045	0.01	0.01
CPI-CC0E62974F4	Inhibin_ligand_B_ACVR_1C2B_receptor	complex:Inhibin_ligand_B	complex:ACVR_1C2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.003	0.002	0.009	0.009
CPI-SC033AB13AE	IGF1_IGF1R_enhancerComGPC3	simple:P05019	complex:IGF1R_enhancerComGPC3	IGF1		True	False	True	curated	False	Ligand-Receptor	Signaling by Insulin-like growth factor	0.028	0.018	0.038	0.028
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Insulin-like growth factor	0.425	0.327	0.436	0.337
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Insulin-like growth factor	0.603	0.505	0.453	0.355
CPI-SC0322BA9B5	IGF1_integrin_a6b4_complex	simple:P05019	complex:integrin_a6b4_complex	IGF1		True	False	False	curated	True	Ligand-Receptor	Signaling by Insulin-like growth factor	0.007	0.007	0.017	0.017
CPI-SC06CB2F292	NRG1_integrin_a6b4_complex	simple:Q02297	complex:integrin_a6b4_complex	NRG1		True	True	False	curated	True	Ligand-Receptor	Signaling by Neuregulin	0.023	0.023	0.094	0.094
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	IGF2	IGF2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Insulin-like growth factor	0.389	0.404	0.24	0.254
CPI-SS099ACF7FB	IGFBP3_TMEM219	simple:P17936	simple:Q86XT9	IGFBP3	TMEM219	True	False	True	curated	False	Ligand-Receptor	Signaling by Insulin-like growth factor	0.155	0.262	0.35	0.458
CPI-SC0409FF431	IL11_IL11_receptor	simple:P20809	complex:IL11_receptor	IL11		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.046	0.037	0.056	0.047
CPI-SC0A7A5EEB3	IL1A_IL1_receptor	simple:P01583	complex:IL1_receptor	IL1A		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.006	0.021	0.011	0.026
CPI-SS0E12A78EF	IL1RAP_PTPRF	simple:Q9NPH3	simple:P10586	IL1RAP	PTPRF	True	True	True	curated	False	Adhesion-Adhesion	Signaling by Interleukin	0.217	0.274	0.127	0.184
CPI-SS0D8DC28C6	LRRC4B_PTPRF	simple:Q9NT99	simple:P10586	LRRC4B	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.068	0.124	0.106	0.163
CPI-SS00373B59C	LRRC4C_PTPRF	simple:Q9HCJ2	simple:P10586	LRRC4C	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.061	0.118	0.072	0.129
CPI-SS0F023190B	LRFN4_PTPRF	simple:Q6PJG9	simple:P10586	LRFN4	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.082	0.139	0.091	0.148
CPI-SS0CBB9D57D	LRFN5_PTPRF	simple:Q96NI6	simple:P10586	LRFN5	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.068	0.125	0.101	0.157
CPI-SC0E81D7329	IL6_IL6_receptor	simple:P05231	complex:IL6_receptor	IL6		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.005	0.01	0.008	0.013
CPI-SS0CD8D0164	CLEC2A_KLRF2	simple:Q6UVW9	simple:D3W0D1	CLEC2A	KLRF2	False	True	True	curated	False	Ligand-Receptor	Signaling by Leptin	0.029	0.026	0.016	0.012
CPI-SS0E0D00210	LRRC4B_PTPRD	simple:Q9NT99	simple:P23468	LRRC4B	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.569	0.182	0.607	0.22
CPI-SS0FA9304CE	LRFN4_PTPRD	simple:Q6PJG9	simple:P23468	LRFN4	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.584	0.197	0.593	0.206
CPI-SS081E1A895	LRFN5_PTPRD	simple:Q96NI6	simple:P23468	LRFN5	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.57	0.183	0.602	0.215
CPI-SS08069FE13	NLGN3_PTPRD	simple:Q9NZ94	simple:P23468	NLGN3	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.557	0.17	0.552	0.165
CPI-CS0150916A7	LeukotrieneE4_byDPEP1_CYSLTR1	complex:LeukotrieneE4_byDPEP1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.002	0.03	0.013	0.042
CPI-CS066F8F865	LTD4_byGGT1_CYSLTR1	complex:LTD4_byGGT1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.005	0.033	0.003	0.031
CPI-CS0C4ABE334	LeukotrieneD4_byGGT1_CYSLTR1	complex:LeukotrieneD4_byGGT1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.004	0.032	0.003	0.031
CPI-CS0215886EA	LTC4_byLTC4S_CYSLTR1	complex:LTC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.007	0.035	0.003	0.032
CPI-CS0C1CAC8F7	LipoxinA4_byALOX12_CYSLTR1	complex:LipoxinA4_byALOX12	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.005	0.033	0.004	0.032
CPI-CS0891F5216	LeukotrieneC4_byLTC4S_CYSLTR1	complex:LeukotrieneC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.002	0.031	0.003	0.031
CPI-CS087E1C654	LipoxinA4_byALOX5_CYSLTR1	complex:LipoxinA4_byALOX5	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.002	0.031	0.003	0.031
CPI-CS0957C3253	LeukotrieneD4_byGGT1_GPR17	complex:LeukotrieneD4_byGGT1	simple:Q13304		GPR17	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.004	0.003	0.003	0.001
CPI-CS0AFE4D0CB	LeukotrieneB4_byLTA4H_GPR17	complex:LeukotrieneB4_byLTA4H	simple:Q13304		GPR17	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.08	0.078	0.064	0.062
CPI-CS00DCACEEE	LeukotrieneC4_byLTC4S_GPR17	complex:LeukotrieneC4_byLTC4S	simple:Q13304		GPR17	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.002	0.001	0.003	0.001
CPI-CS047D9C0D7	LeukotrieneB4_byLTA4H_LTB4R	complex:LeukotrieneB4_byLTA4H	simple:Q15722		LTB4R	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.083	0.085	0.067	0.069
CPI-CS0A5B6BD7A	12oxoLeukotrieneB4_byPTGR1_LTB4R	complex:12oxoLeukotrieneB4_byPTGR1	simple:Q15722		LTB4R	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.182	0.184	0.142	0.144
CPI-SS02C509183	LTB_LTBR	simple:Q06643	simple:P36941	LTB	LTBR	False	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.005	0.027	0.006	0.027
CPI-SS0E4245B64	LPAR1_ADGRE5	simple:Q92633	simple:P48960	LPAR1	ADGRE5	True	True	True	curated	False	Receptor-Receptor	Signaling by Lysophosphatidic acid receptor	0.004	0.007	0.006	0.01
CPI-SS076F4624B	LPAR2_ADGRE5	simple:Q9HBW0	simple:P48960	LPAR2	ADGRE5	True	True	True	curated	False	Receptor-Receptor	Signaling by Lysophosphatidic acid receptor	0.004	0.007	0.005	0.009
CPI-SS046661AE7	LPAR3_ADGRE5	simple:Q9UBY5	simple:P48960	LPAR3	ADGRE5	True	True	True	curated	False	Receptor-Receptor	Signaling by Lysophosphatidic acid receptor	0.044	0.048	0.009	0.012
CPI-SS0118D1B89	THY1_ADGRE5	simple:P04216	simple:P48960	THY1	ADGRE5	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by antigen THY1	0.006	0.01	0.225	0.229
CPI-CS0D69D106B	integrin_aVb1_complex_ADGRE5	complex:integrin_aVb1_complex	simple:P48960		ADGRE5	True	False	True	curated	True	Ligand-Receptor	Signaling by Integrin	0.48	0.484	0.401	0.405
CPI-CS056DF06D6	integrin_aVb3_complex_ADGRE5	complex:integrin_aVb3_complex	simple:P48960		ADGRE5	True	False	True	curated	True	Ligand-Receptor	Signaling by Integrin	0.075	0.079	0.027	0.031
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	CD55	ADGRE5	True	True	True	curated	False	Ligand-Receptor		0.069	0.072	0.166	0.17
CPI-SS0305C793D	SFTPD_ADGRE5	simple:P35247	simple:P48960	SFTPD	ADGRE5	True	False	True	curated	False	Ligand-Receptor		0.007	0.011	0.005	0.008
CPI-SS012AFC842	MDK_ALK	simple:P21741	simple:Q9UM73	MDK	ALK	True	False	True	curated	False	Ligand-Receptor	Signaling by Midkine	0.253	0.242	0.189	0.177
CPI-SS05D7900BF	PTN_ALK	simple:P21246	simple:Q9UM73	PTN	ALK	True	False	True	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.196	0.185	0.05	0.039
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	0.235	0.238	0.17	0.173
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.178	0.181	0.031	0.035
CPI-SC0C68323CF	AMH_MIS_receptor_3	simple:P03971	complex:MIS_receptor_3	AMH		True	False	True	curated	False	Ligand-Receptor	Signaling by Muellerian-inhibiting factor	0.024	0.009	0.023	0.009
CPI-SC077F81192	AMH_MIS_receptor_1	simple:P03971	complex:MIS_receptor_1	AMH		True	False	True	curated	False	Ligand-Receptor	Signaling by Muellerian-inhibiting factor	0.024	0.009	0.023	0.009
CPI-SC09C7944F4	AMH_MIS_receptor_2	simple:P03971	complex:MIS_receptor_2	AMH		True	False	True	curated	False	Ligand-Receptor	Signaling by Muellerian-inhibiting factor	0.016	0.009	0.016	0.009
CPI-SS042FCC9BE	NECTIN3_PVR	simple:Q9NQS3	simple:P15151	NECTIN3	PVR	True	False	True	curated	False	Ligand-Receptor	Signaling by Nectin	0.183	0.187	0.209	0.213
CPI-SS04F1CBF06	NTN1_DCC	simple:O95631	simple:P43146	NTN1	DCC	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.097	0.167	0.017	0.087
CPI-SS0E3C09735	NTN1_DSCAM	simple:O95631	simple:O60469	NTN1	DSCAM	True	False	False	curated	False	Ligand-Receptor	Signaling by Netrin	0.106	0.108	0.026	0.028
CPI-SS0503D8A55	NTN1_UNC5A	simple:O95631	simple:Q6ZN44	NTN1	UNC5A	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.096	0.096	0.017	0.016
CPI-SS00C9DE87A	NTN1_UNC5B	simple:O95631	simple:Q8IZJ1	NTN1	UNC5B	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.277	0.312	0.197	0.232
CPI-SS0C72D53A2	NTN4_UNC5B	simple:Q9HB63	simple:Q8IZJ1	NTN4	UNC5B	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.189	0.224	0.231	0.266
CPI-SS07660BCA2	NTN1_UNC5C	simple:O95631	simple:O95185	NTN1	UNC5C	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.119	0.134	0.039	0.054
CPI-SS0BA4E3F44	NTN4_UNC5D	simple:Q9HB63	simple:Q6UXZ4	NTN4	UNC5D	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.017	0.03	0.058	0.071
CPI-SS085E14488	NRXN1_DAG1	simple:Q9ULB1	simple:Q14118	NRXN1	DAG1	True	False	True	curated	False	Receptor-Receptor	Signaling by Neurexin	0.279	0.151	0.263	0.135
CPI-SS06CA10698	NPFF_NPFFR2	simple:O15130	simple:Q9Y5X5	NPFF	NPFFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	0.023	0.043	0.026	0.046
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	NPPA	NPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	1.092	1.127	0.468	0.502
CPI-SS06C93E09A	NTS_NTSR1	simple:P30990	simple:P30989	NTS	NTSR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotensin	0.002	0.005	0.001	0.004
CPI-SS05162C56B	NTF3_NTRK3	simple:P20783	simple:Q16288	NTF3	NTRK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.007	0.011	0.007	0.01
CPI-SS01D36DDFA	PTPRS_NTRK3	simple:Q13332	simple:Q16288	PTPRS	NTRK3	False	True	True	curated	False	Receptor-Receptor		0.157	0.16	0.081	0.084
CPI-SC08F1D4358	NODAL_NODAL_receptor_IbIIa_CFC1	simple:Q96S42	complex:NODAL_receptor_IbIIa_CFC1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.005	0.001	0.006	0.001
CPI-SC0397B3290	NODAL_NODAL_receptor_IbIIb_CFC1	simple:Q96S42	complex:NODAL_receptor_IbIIb_CFC1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.005	0.001	0.006	0.001
CPI-SC0AB5E1FE3	NODAL_NODAL_receptor_IcIIb_CFC1	simple:Q96S42	complex:NODAL_receptor_IcIIb_CFC1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.003	0.001	0.003	0.001
CPI-SS0A6FCBF7C	CNTN1_NOTCH1	simple:Q12860	simple:P46531	CNTN1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.039	0.128	0.019	0.108
CPI-SS0FC612D4D	DLK1_NOTCH1	simple:P80370	simple:P46531	DLK1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.018	0.107	0.033	0.122
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.023	0.112	0.019	0.108
CPI-SS0E5A6ADB3	DLL3_NOTCH1	simple:Q9NYJ7	simple:P46531	DLL3	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.022	0.111	0.022	0.111
CPI-SS0AFCA0602	DLL4_NOTCH1	simple:Q9NR61	simple:P46531	DLL4	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.016	0.105	0.108	0.197
CPI-SS052ADA696	JAG1_NOTCH1	simple:P78504	simple:P46531	JAG1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.188	0.277	0.211	0.3
CPI-SS0DB3F5A37	JAG2_NOTCH1	simple:Q9Y219	simple:P46531	JAG2	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.058	0.147	0.105	0.195
